temp_esta	temp_solo	TC_ano2	TC_ano1
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.3			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.4			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.5			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.6			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.7			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.8			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
29.9			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.1			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.2			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.3			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.4			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.5			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.6			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.7			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.8			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
30.9			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.1			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.2			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.3			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.4			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.5			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.6			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.7			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.8			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
31.9			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.1			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.2			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.3			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.4			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
32.5			
